site,duration,depth,speed,vorticity,Fr
MT,155,31.0969,1.16495,-2.47E-04,0.066732239
MT,254,30.8773,1.15699,-2.41E-04,0.066511525
MT,12,30.3914,1.13573,-2.27E-04,0.065809214
MT,559,30.3865,1.13568,-2.27E-04,0.065811623
MT,85,30.3286,1.13718,-2.27E-04,0.06596142
MT,66,30.3272,1.13721,-2.26E-04,0.065964682
MT,7,25.5571,0.86031,-1.51E-04,0.054360839
MT,157,25.4242,0.856768,-1.43E-04,0.054278339
MT,160,25.1011,0.853085,-1.48E-04,0.054391732
MT,334,24.84,0.858375,-1.52E-04,0.055015901
MT,124,24.817,0.857818,-1.53E-04,0.055005672
MT,212,24.8045,0.855607,-1.52E-04,0.054877719
MT,132,24.6741,0.835867,-1.37E-04,0.053753096
MT,40,24.6741,0.835867,-1.37E-04,0.053753096
MT,461,24.483,0.813876,-1.34E-04,0.052542761
MT,123,24.4608,0.81129,-1.34E-04,0.052399574
MT,186,24.3933,0.804197,-1.32E-04,0.052013267
MT,253,24.3711,0.802573,-1.32E-04,0.051931868
MT,388,24.3059,0.797887,-1.32E-04,0.051697852
MT,237,24.1579,0.787427,-1.30E-04,0.051176158
MT,295,24.1475,0.786657,-1.30E-04,0.051137122
MT,2,24.0851,0.782226,-1.29E-04,0.05091491
MT,341,24.0337,0.778347,-1.28E-04,0.050716573
MT,119,23.9825,0.77462,-1.27E-04,0.050527573
MT,438,23.9313,0.770948,-1.26E-04,0.050341819
MT,194,23.9212,0.770176,-1.26E-04,0.050302024
MT,39,23.9212,0.770176,-1.26E-04,0.050302024
MT,8,23.9015,0.769364,-1.26E-04,0.050269694
MT,567,23.8922,0.769113,-1.26E-04,0.050263074
MT,496,23.8832,0.768885,-1.25E-04,0.05025764
MT,88,23.7191,0.775356,-1.46E-04,0.050855627
MT,466,23.6408,0.77786,-1.47E-04,0.051104285
MT,205,23.62,0.77888,-1.48E-04,0.051193824
MT,54,23.62,0.77888,-1.48E-04,0.051193824
MT,46,23.475,0.774189,-1.46E-04,0.051042408
MT,307,23.4666,0.773792,-1.46E-04,0.051025364
MT,145,23.453,0.773638,-1.46E-04,0.051029998
MT,474,23.3892,0.771355,-1.46E-04,0.050948755
MT,573,23.3457,0.769867,-1.45E-04,0.050897824
MT,589,23.3078,0.768851,-1.45E-04,0.050871964
MT,128,23.2331,0.766249,-1.44E-04,0.05078124
MT,3,23.1685,0.761892,-1.42E-04,0.050562835
MT,396,22.7275,0.750703,-1.41E-04,0.050301308
MT,138,22.6342,0.764053,-1.38E-04,0.051301241
MT,106,22.6373,0.765019,-1.38E-04,0.051362585
MT,303,22.6641,0.770776,-1.40E-04,0.051718498
MT,92,22.7138,0.776404,-1.41E-04,0.052039106
MT,1,20.6458,0.645802,-1.56E-04,0.04540153
MT,355,20.2319,0.623575,-1.68E-04,0.044285069
MT,329,20.2314,0.623633,-1.68E-04,0.044289735
MT,62,20.2312,0.623663,-1.68E-04,0.044292085
MT,556,20.2148,0.62359,-1.69E-04,0.044304861
MT,424,20.2113,0.623542,-1.69E-04,0.044305287
MT,264,20.211,0.623536,-1.69E-04,0.044305189
MT,548,20.2056,0.623472,-1.67E-04,0.044306561
MT,7,20.2018,0.623386,-1.67E-04,0.044304616
MT,518,20.2012,0.623375,-1.68E-04,0.044304492
MT,2,20.201,0.623369,-1.67E-04,0.044304285
MT,32,20.194,0.623251,-1.68E-04,0.044303575
MT,113,20.1925,0.623245,-1.68E-04,0.044304794
MT,458,20.1879,0.62323,-1.68E-04,0.044308775
MT,298,20.1844,0.623209,-1.68E-04,0.044311123
MT,285,20.1815,0.623148,-1.68E-04,0.044309969
MT,168,20.181,0.623118,-1.68E-04,0.044308385
MT,25,20.1775,0.62283,-1.68E-04,0.044291747
MT,166,20.1647,0.621421,-1.68E-04,0.044205571
MT,67,20.1647,0.621421,-1.68E-04,0.044205571
MT,349,20.1639,0.621327,-1.68E-04,0.044199761
MT,142,20.1582,0.620713,-1.68E-04,0.044162325
MT,134,20.1556,0.620442,-1.68E-04,0.044145891
MT,397,20.1397,0.619057,-1.67E-04,0.044064729
MT,275,20.139,0.618968,-1.69E-04,0.04405916
MT,67,20.1383,0.618955,-1.66E-04,0.044059
MT,321,20.1332,0.618804,-1.67E-04,0.04405383
MT,522,20.1326,0.618791,-1.67E-04,0.044053561
MT,134,20.132,0.618778,-1.66E-04,0.044053292
MT,9,20.1265,0.618677,-1.67E-04,0.044052119
MT,239,20.1265,0.618677,-1.67E-04,0.044052119
MT,104,20.126,0.618669,-1.67E-04,0.044052097
MT,140,20.118,0.618679,-1.68E-04,0.044061567
MT,165,20.1178,0.618699,-1.68E-04,0.04406321
MT,148,20.1178,0.618699,-1.68E-04,0.04406321
MT,415,20.1152,0.619075,-1.68E-04,0.044092838
MT,242,20.114,0.619399,-1.68E-04,0.04411723
MT,403,20.0956,0.617981,-1.69E-04,0.044036379
MT,199,20.0728,0.61764,-1.71E-04,0.044037068
MT,16,20.0747,0.619816,-1.71E-04,0.044190123
MT,54,20.0752,0.620027,-1.72E-04,0.044204616
MT,461,20.0814,0.621605,-1.71E-04,0.044310277
MT,26,20.089,0.623083,-1.71E-04,0.044407232
MT,2,20.089,0.623083,-1.71E-04,0.044407232
MT,469,20.1187,0.619071,-1.68E-04,0.044088717
MT,585,20.1183,0.619027,-1.68E-04,0.044086022
MT,38,20.1168,0.618877,-1.68E-04,0.044076983
MT,174,20.116,0.618834,-1.68E-04,0.044074796
MT,17,20.1147,0.618698,-1.68E-04,0.044066534
MT,36,20.1079,0.618132,-1.68E-04,0.044033665
YZ,88,17.3058,0.633369,1.97E-04,0.048634889
YZ,134,17.3081,0.63352,1.97E-04,0.048643251
YZ,357,17.3105,0.633667,1.97E-04,0.048651165
YZ,392,17.3128,0.633816,1.97E-04,0.048659373
YZ,100,17.3151,0.633969,1.97E-04,0.048667886
YZ,178,17.3174,0.634126,1.97E-04,0.048676706
YZ,501,17.3197,0.634279,1.97E-04,0.048685217
YZ,177,17.322,0.634436,1.97E-04,0.048694035
YZ,14,17.3244,0.634593,1.97E-04,0.048702711
YZ,500,17.329,0.634895,1.97E-04,0.048719421
YZ,20,17.336,0.635361,1.97E-04,0.048745336
YZ,98,17.3383,0.635531,1.97E-04,0.048755144
YZ,8,17.3406,0.635689,1.97E-04,0.048764031
YZ,522,17.3429,0.635837,1.97E-04,0.04877215
YZ,20,17.3451,0.635919,1.97E-04,0.048775346
YZ,356,17.3472,0.635946,1.97E-04,0.048774464
YZ,540,17.3493,0.635942,1.97E-04,0.048771206
YZ,571,17.3512,0.635916,1.97E-04,0.048766541
YZ,524,17.3531,0.635868,1.97E-04,0.048760191
YZ,584,17.3548,0.635785,1.97E-04,0.048751438
YZ,571,17.3567,0.635775,1.97E-04,0.048748003
YZ,546,17.3583,0.635667,1.97E-04,0.048737476
YZ,266,17.3598,0.635555,1.97E-04,0.048726783
YZ,79,17.3598,0.635555,1.97E-04,0.048726783
YZ,432,17.3612,0.635441,1.97E-04,0.048716079
YZ,112,17.3639,0.6352,1.97E-04,0.048693816
YZ,124,17.3651,0.635075,1.97E-04,0.048682552
YZ,246,17.3651,0.635075,1.97E-04,0.048682552
YZ,506,17.3662,0.634944,1.97E-04,0.048670968
YZ,167,17.3672,0.63485,1.97E-04,0.048662362
YZ,107,17.3672,0.63485,1.97E-04,0.048662362
YZ,136,17.3709,0.634256,1.97E-04,0.048611653
YZ,131,17.3741,0.63348,1.97E-04,0.048547706
YZ,467,17.3746,0.633319,1.97E-04,0.048534669
YZ,573,17.3751,0.633146,1.97E-04,0.048520713
YZ,576,17.3755,0.632993,1.96E-04,0.048508429
YZ,262,17.3758,0.632838,1.96E-04,0.048496133
YZ,14,17.3766,0.63237,1.96E-04,0.048459153
YZ,571,17.377,0.631727,1.96E-04,0.048409322
YZ,318,17.377,0.631561,1.96E-04,0.048396601
YZ,226,17.3655,0.626624,1.95E-04,0.048034176
YZ,2,17.3639,0.626319,1.95E-04,0.048013008
YZ,26,17.3613,0.625841,1.95E-04,0.047979957
YZ,174,17.3527,0.624308,1.94E-04,0.047874289
YZ,257,17.3506,0.623971,1.94E-04,0.047851342
YZ,116,17.3485,0.623634,1.94E-04,0.047828392
YZ,3,17.3366,0.621951,1.94E-04,0.047715686
YZ,7,17.3366,0.621951,1.94E-04,0.047715686
YZ,59,17.3353,0.621774,1.94E-04,0.047703895
YZ,52,17.3703,0.629548,1.96E-04,0.048251648
YZ,264,17.4688,0.637925,1.97E-04,0.048755661
YZ,22,17.4864,0.639081,1.97E-04,0.048819425
YZ,62,17.4864,0.639081,1.97E-04,0.048819425
YZ,251,17.4883,0.639346,1.97E-04,0.048837016
YZ,40,17.4883,0.639346,1.97E-04,0.048837016
YZ,5,17.4971,0.64049,1.97E-04,0.048912097
YZ,6,17.4971,0.64049,1.97E-04,0.048912097
YZ,6,17.5222,0.643316,1.98E-04,0.049092709
YZ,137,17.5494,0.645999,1.99E-04,0.049259236
YZ,17,17.5837,0.649198,1.99E-04,0.049454863
YZ,32,17.6001,0.650609,1.99E-04,0.049539254
YZ,36,17.7578,0.666571,2.02E-04,0.050528778
YZ,264,17.9984,0.685897,2.15E-04,0.051645075
YZ,59,18.1823,0.69557,2.20E-04,0.052107879
YZ,248,18.2402,0.696234,2.21E-04,0.052074774
YZ,34,18.4137,0.70257,2.22E-04,0.052300523
YZ,133,18.4375,0.703569,2.22E-04,0.052341075
YZ,65,18.5445,0.708195,2.24E-04,0.052533006
YZ,43,18.7742,0.7138,2.26E-04,0.05262387
YZ,212,18.8341,0.715305,2.27E-04,0.052650899
YZ,25,18.8462,0.715707,2.27E-04,0.052663574
YZ,67,18.8586,0.716225,2.27E-04,0.052684361
YZ,138,18.9085,0.718808,2.28E-04,0.052804547
YZ,3,18.9504,0.721153,2.29E-04,0.052918215
YZ,91,19.0063,0.723776,2.30E-04,0.05303253
YZ,2,19.1956,0.728792,2.31E-04,0.053136105
YZ,113,19.2047,0.729198,2.31E-04,0.053153108
YZ,15,19.2105,0.729124,2.31E-04,0.053139691
YZ,15,19.2646,0.72842,2.31E-04,0.053013787
YZ,14,19.2826,0.728022,2.31E-04,0.052960085
YZ,237,19.3319,0.723615,2.30E-04,0.052572333
YZ,319,19.3321,0.723529,2.30E-04,0.052565813
YZ,207,19.3318,0.72165,2.30E-04,0.052429707
YZ,135,19.3314,0.721501,2.30E-04,0.052419424
YZ,2,19.3277,0.720468,2.30E-04,0.052349383
YZ,59,19.32,0.718927,2.29E-04,0.052247823
YZ,127,19.3005,0.716518,2.28E-04,0.052099048
YZ,459,19.3003,0.716591,2.28E-04,0.052104626
YZ,14,19.3001,0.716837,2.28E-04,0.052122783
YZ,122,19.3756,0.728653,2.32E-04,0.052878623
YZ,142,19.5825,0.743775,2.39E-04,0.053690132
YZ,18,19.7117,0.745564,2.40E-04,0.053642604
YZ,110,19.7926,0.745681,2.41E-04,0.053541263
YZ,92,19.7971,0.745695,2.41E-04,0.053536183
YZ,5,19.7994,0.745699,2.41E-04,0.053533361
YZ,145,19.8017,0.745691,2.41E-04,0.053529677
YZ,28,19.8017,0.745691,2.41E-04,0.053529677
YZ,70,19.8896,0.745841,2.42E-04,0.053422006
YZ,3,20.3271,0.771562,2.77E-04,0.05466635
YZ,252,20.6636,0.750959,2.71E-04,0.052771592
YZ,6,18.6251,0.651754,2.09E-04,0.048241562
YZ,184,18.6109,0.653216,2.10E-04,0.048368218
YZ,81,18.6087,0.653394,2.10E-04,0.048384258
YZ,167,18.6076,0.653527,2.10E-04,0.048395537
YZ,162,25.1436,0.914929,3.87E-04,0.058285513
YZ,14,25.1378,0.914425,3.87E-04,0.058260126
YZ,92,25.1378,0.914416,3.87E-04,0.058259553
YZ,8,25.161,0.920752,3.89E-04,0.058636182
YZ,57,25.4201,0.935114,3.99E-04,0.059246527
YZ,38,25.7322,0.966072,4.16E-04,0.060835628
YZ,5,25.7433,0.966837,4.16E-04,0.060870675
YZ,112,25.8798,0.975157,4.22E-04,0.061232367
YZ,11,26.0259,0.97529,4.24E-04,0.061068585
YZ,106,26.1646,0.966378,4.20E-04,0.060349954
YZ,339,26.1871,0.96441,4.19E-04,0.060201174
YZ,4,26.2003,0.96297,4.18E-04,0.060096141
YZ,11,26.3541,0.963226,4.21E-04,0.059936457
YZ,9,26.5021,0.968407,4.22E-04,0.060090351
YZ,164,26.5795,0.963557,4.20E-04,0.059702287
YZ,69,26.4523,0.94839,4.15E-04,0.05890365
YZ,44,26.3988,0.954963,4.17E-04,0.059371964
YZ,70,26.4007,0.955657,4.18E-04,0.059412973
YZ,287,26.4317,0.962702,4.20E-04,0.059815851
YZ,339,26.4328,0.962787,4.20E-04,0.059819888
YZ,47,26.4328,0.962787,4.20E-04,0.059819888
YZ,528,26.4339,0.962869,4.20E-04,0.059823738
YZ,556,26.4615,0.962631,4.20E-04,0.059777752
YZ,11,26.1165,0.940826,4.11E-04,0.058808322
YZ,172,26.1136,0.940855,4.11E-04,0.0588134
YZ,344,26.1108,0.940843,4.11E-04,0.058815803
YZ,12,26.0805,0.940942,4.11E-04,0.058856151
YZ,5,26.0497,0.94085,4.11E-04,0.058885177
YZ,3,26.0105,0.940757,4.10E-04,0.058923708
YZ,76,25.9146,0.937805,4.07E-04,0.058847396
YZ,70,25.9021,0.937601,4.07E-04,0.05884879
YZ,217,25.5702,0.890336,3.84E-04,0.056243694
YZ,162,25.5702,0.890336,3.84E-04,0.056243694
YZ,50,25.5131,0.884349,3.81E-04,0.055927967
YZ,125,25.3842,0.881666,3.78E-04,0.055899679
YZ,63,25.3442,0.882511,3.78E-04,0.055997391
YZ,203,25.3145,0.883206,3.77E-04,0.056074356
YZ,256,27.716,1.03797,4.51E-04,0.062980556
YZ,77,28.3467,1.06354,4.64E-04,0.063810116
YZ,150,28.8424,1.10704,4.86E-04,0.065846785
YZ,1,30.4626,1.14054,5.18E-04,0.066010648
YZ,1,31.304,1.21029,5.57E-04,0.069099752
YZ,1,29.602,1.0802,4.83E-04,0.063420638
YZ,112,28.9667,1.04499,4.62E-04,0.062022545
YZ,1,28.5799,1.03131,4.53E-04,0.061623426
YZ,8,28.4558,1.02335,4.49E-04,0.061280988
YZ,71,28.4436,1.0226,4.49E-04,0.061249207
YZ,1,28.3203,1.01573,4.45E-04,0.060970017
YZ,1,27.9253,1.00118,4.37E-04,0.060520179
YZ,1,27.4401,0.986687,4.31E-04,0.060169101
YZ,1,27.4141,0.986671,4.31E-04,0.060196651
YZ,1,27.2964,0.979227,4.24E-04,0.059871158
YZ,1,27.1869,0.970994,4.21E-04,0.059487219
YZ,158,27.0587,0.967297,4.19E-04,0.059400943
YZ,134,27.0428,0.966928,4.19E-04,0.059395736
YZ,11,26.7393,0.940783,4.11E-04,0.058116762
YZ,117,26.5371,0.920613,4.04E-04,0.057087015
YZ,1,26.5079,0.918951,4.03E-04,0.057015332
YZ,22,22.1646,0.749669,2.88E-04,0.05086588
YZ,11,21.97,0.748102,2.85E-04,0.050983864
YZ,3,21.6871,0.748826,2.80E-04,0.051364982
YZ,289,20.686,0.707495,2.58E-04,0.049690352
YZ,455,20.6755,0.70702,2.58E-04,0.049669599
YZ,393,20.6649,0.706596,2.58E-04,0.049652541
YZ,5,20.0991,0.702394,2.31E-04,0.050047161
YZ,39,19.8799,0.698665,2.29E-04,0.05005516
YZ,85,19.7701,0.695414,2.28E-04,0.049960406
YZ,243,19.7113,0.692574,2.26E-04,0.049830531
YZ,39,19.7081,0.692436,2.26E-04,0.049824646
YZ,2,19.5964,0.700408,2.27E-04,0.050541708
YZ,26,19.4933,0.705364,2.27E-04,0.05103376
YZ,72,16.7885,0.592619,1.80E-04,0.046201554
YZ,77,16.7883,0.592646,1.80E-04,0.046203934
YZ,3,16.6577,0.584832,1.82E-04,0.045773126
YZ,36,16.6681,0.592411,1.83E-04,0.046351845
YZ,207,16.6691,0.586692,1.82E-04,0.045902998
YZ,186,16.6695,0.586767,1.82E-04,0.045908315
YZ,565,16.6708,0.586998,1.82E-04,0.045924598
YZ,348,16.6804,0.588335,1.82E-04,0.046015953
YZ,2,16.6878,0.588651,1.81E-04,0.046030459
YZ,13,16.6901,0.588718,1.81E-04,0.046032526
YZ,309,16.6913,0.588747,1.81E-04,0.046033139
YZ,66,16.6928,0.588185,1.81E-04,0.045987131
YZ,558,16.6927,0.588121,1.81E-04,0.045982264
YZ,165,16.6926,0.588055,1.81E-04,0.045977242
YZ,11,16.6926,0.588055,1.81E-04,0.045977242
YZ,290,16.6924,0.587988,1.81E-04,0.045972279
YZ,62,16.6924,0.587988,1.81E-04,0.045972279
YZ,552,16.6922,0.58792,1.81E-04,0.045967238
YZ,164,16.692,0.587851,1.81E-04,0.045962118
YZ,7,16.692,0.587851,1.81E-04,0.045962118
YZ,57,16.6918,0.58778,1.81E-04,0.045956842
YZ,144,16.6918,0.58778,1.81E-04,0.045956842
YZ,5,16.714,0.593217,1.82E-04,0.046351133
YZ,175,16.7147,0.593256,1.82E-04,0.046353209
YZ,103,16.7299,0.594057,1.82E-04,0.046394704
YZ,262,16.731,0.594106,1.82E-04,0.046397005
YZ,584,16.7316,0.594132,1.82E-04,0.046398204
YZ,12,16.7321,0.594158,1.82E-04,0.046399541
YZ,411,16.7364,0.594134,1.82E-04,0.046391706
YZ,521,16.737,0.594053,1.82E-04,0.04638455
YZ,445,16.7386,0.593092,1.81E-04,0.0463073
YZ,89,16.7386,0.592951,1.81E-04,0.046296291
YZ,106,16.7383,0.592735,1.81E-04,0.046279841
YZ,96,16.7382,0.592661,1.81E-04,0.046274202
YZ,277,16.738,0.592513,1.81E-04,0.046262922
YZ,14,16.7377,0.592362,1.81E-04,0.046251547
YZ,459,16.7363,0.59182,1.81E-04,0.04621116
YZ,595,16.7361,0.591741,1.81E-04,0.046205268
YZ,99,16.7359,0.591661,1.81E-04,0.046199297
YZ,13,16.6514,0.587128,1.83E-04,0.045961519
YZ,91,16.644,0.585655,1.83E-04,0.045856401
YZ,574,16.6437,0.5856,1.83E-04,0.045852508
YZ,58,16.6412,0.585234,1.82E-04,0.045827292
YZ,356,16.6405,0.585154,1.82E-04,0.045821991
YZ,583,16.6402,0.585113,1.82E-04,0.045819193
YZ,194,16.6331,0.584327,1.83E-04,0.045767408
YZ,178,16.6328,0.584292,1.83E-04,0.045765079
YZ,229,16.6324,0.584257,1.83E-04,0.045762888
YZ,12,16.6321,0.584223,1.83E-04,0.045760638
YZ,293,16.6321,0.584223,1.83E-04,0.045760638
YZ,269,16.6314,0.584155,1.83E-04,0.045756274
NMZ,328,7.94185,0.432313,-0.0012933,0.049003197
NMZ,301,7.80001,0.435528,-0.0013403,0.049814464
NMZ,324,7.68933,0.433306,-0.0013645,0.049915729
NMZ,442,7.59551,0.434002,-0.0013936,0.050303734
NMZ,127,7.57524,0.434463,-0.0014007,0.050424495
NMZ,23,7.57079,0.43403,-0.0014005,0.050389043
NMZ,198,7.57022,0.433976,-0.0014005,0.050384671
NMZ,22,7.5939,0.439209,-0.0014108,0.050912656
NMZ,145,7.65555,0.442909,-0.0014053,0.051134412
NMZ,159,7.74202,0.445414,-0.0013877,0.051135638
NMZ,263,7.74336,0.445329,-0.0013871,0.051121456
NMZ,569,7.74451,0.445193,-0.0013865,0.051102049
NMZ,206,7.75486,0.443375,-0.0013782,0.050859394
NMZ,504,7.71181,0.436202,-0.0013671,0.050176048
NMZ,417,7.71057,0.43611,-0.0013673,0.050169499
NMZ,441,7.68497,0.435583,-0.001373,0.050192265
NMZ,422,7.70913,0.441078,-0.0013833,0.05074575
NMZ,122,7.73324,0.442306,-0.0013804,0.050807643
NMZ,10,7.73799,0.442136,-0.0013785,0.050772525
NMZ,412,7.73877,0.442092,-0.0013782,0.050764913
NMZ,180,7.74084,0.441934,-0.0013772,0.050739985
NMZ,176,7.76048,0.441943,-0.0013721,0.05067677
NMZ,101,7.76048,0.441943,-0.0013721,0.05067677
NMZ,399,7.76578,0.442368,-0.0013719,0.050708192
NMZ,245,7.83492,0.444315,-0.0013581,0.050706152
NMZ,113,7.88005,0.44684,-0.0013538,0.050848075
NMZ,68,7.88005,0.44684,-0.0013538,0.050848075
NMZ,37,7.89496,0.447693,-0.0013524,0.050897013
NMZ,533,7.89814,0.447833,-0.001352,0.050902679
NMZ,184,7.92161,0.449035,-0.0013495,0.050963639
NMZ,456,7.96225,0.45085,-0.0013443,0.05103888
NMZ,152,8.1413,0.460066,-0.001326,0.051506284
NMZ,396,8.38027,0.468107,-0.0012944,0.051653897
NMZ,143,8.94323,0.468982,-0.0012,0.050095179
NMZ,518,9.00118,0.468195,-0.0011861,0.049849868
NMZ,181,9.02373,0.467629,-0.001181,0.049727354
NMZ,57,9.06673,0.466904,-0.0011707,0.049532382
NMZ,12,9.22434,0.467484,-0.001144,0.049168398
NMZ,190,9.22846,0.467441,-0.0011429,0.0491529
NMZ,167,9.25666,0.467715,-0.0011389,0.04910674
NMZ,40,9.26063,0.467784,-0.0011383,0.049103456
NMZ,98,9.40491,0.444379,-0.0010608,0.046287441
NMZ,282,9.40609,0.444541,-0.001061,0.04630141
NMZ,20,9.43341,0.4469,-0.0010631,0.046479662
NMZ,62,9.6754,0.457061,-0.0010549,0.046938225
NMZ,527,9.67984,0.456733,-0.0010502,0.046893782
NMZ,35,9.87588,0.454051,-0.0010197,0.0461534
NMZ,320,9.86738,0.439797,-9.89E-04,0.044723759
NMZ,181,10.4313,0.449519,-9.40E-04,0.044459625
NMZ,413,10.2716,0.441135,-9.43E-04,0.043968275
NMZ,12,10.269,0.441066,-9.43E-04,0.043966963
NMZ,198,10.2664,0.440975,-9.44E-04,0.043963458
NMZ,571,10.258,0.44059,-9.44E-04,0.043943055
NMZ,161,10.2491,0.440193,-9.44E-04,0.043922518
NMZ,2,10.2491,0.440193,-9.44E-04,0.043922518
NMZ,236,9.13789,0.429806,-0.0010659,0.045418885
NMZ,45,8.83067,0.433636,-0.001117,0.046613903
NMZ,88,8.80666,0.437449,-0.0011305,0.047087841
NMZ,3,8.8062,0.437913,-0.0011318,0.047139018
NMZ,42,8.81765,0.435086,-0.0011225,0.046804288
NMZ,24,8.81464,0.435423,-0.0011239,0.046848538
NMZ,27,8.81464,0.435423,-0.0011239,0.046848538
NMZ,156,8.80297,0.440912,-0.00114,0.047470551
NMZ,52,8.58753,0.434836,-0.0011628,0.047399998
NMZ,43,8.76322,0.440449,-0.0011495,0.047528131
NMZ,255,15.5403,0.518505,-8.07E-04,0.042015565
NMZ,246,16.2269,0.534115,-8.14E-04,0.042354929
NMZ,4,16.556,0.528546,-7.95E-04,0.041494644
NMZ,227,16.1792,0.521445,-7.96E-04,0.041411117
NMZ,1,18.6604,0.60724,-8.12E-04,0.044904189
NMZ,1,21.4348,0.637379,-7.09E-04,0.043976939
NMZ,3,20.8063,0.663143,-7.68E-04,0.046440483
NMZ,34,20.6438,0.663124,-7.76E-04,0.046621569
NMZ,32,19.2675,0.591908,-7.59E-04,0.043075318
NMZ,155,19.2533,0.591446,-7.59E-04,0.043057566
NMZ,8,18.945,0.5816,-7.62E-04,0.042683896
NMZ,228,18.9333,0.581433,-7.62E-04,0.042684823
NMZ,8,18.9275,0.581371,-7.63E-04,0.04268681
NMZ,67,18.9218,0.581322,-7.63E-04,0.04268964
NMZ,121,18.9218,0.581322,-7.63E-04,0.04268964
NMZ,44,18.9106,0.581211,-7.63E-04,0.042694127
NMZ,178,18.9051,0.58115,-7.64E-04,0.042695855
NMZ,299,18.8996,0.581088,-7.64E-04,0.042697511
NMZ,93,18.8941,0.581025,-7.64E-04,0.042699096
NMZ,205,18.8887,0.580963,-7.64E-04,0.042700642
NMZ,253,18.8834,0.580898,-7.64E-04,0.042701856
NMZ,16,18.8834,0.580898,-7.64E-04,0.042701856
NMZ,56,18.8573,0.580575,-7.65E-04,0.042707637
NMZ,312,18.8472,0.580444,-7.66E-04,0.042709439
NMZ,346,18.8421,0.580384,-7.66E-04,0.042710803
NMZ,192,18.8371,0.580318,-7.66E-04,0.042711614
NMZ,87,18.8322,0.580251,-7.66E-04,0.042712238
NMZ,233,18.8273,0.580185,-7.66E-04,0.042712937
NMZ,447,18.8224,0.580108,-7.67E-04,0.042712827
NMZ,107,18.8175,0.580031,-7.67E-04,0.042712718
NMZ,133,18.8127,0.579968,-7.67E-04,0.042713526
NMZ,406,18.8031,0.579825,-7.67E-04,0.042713895
NMZ,72,18.7984,0.579762,-7.67E-04,0.042714592
NMZ,101,18.7937,0.579695,-7.67E-04,0.042714996
NMZ,59,18.7937,0.579695,-7.67E-04,0.042714996
NMZ,18,18.789,0.579626,-7.68E-04,0.042715253
NMZ,195,18.7843,0.579564,-7.68E-04,0.042716027
NMZ,82,18.7843,0.579564,-7.68E-04,0.042716027
NMZ,67,18.7796,0.579501,-7.68E-04,0.042716728
NMZ,160,18.7566,0.579157,-7.69E-04,0.042717538
NMZ,6,18.7385,0.57888,-7.69E-04,0.042717723
NMZ,220,18.734,0.578813,-7.69E-04,0.042717908
NMZ,183,18.7205,0.578607,-7.70E-04,0.0427181
NMZ,36,18.7008,0.577732,-7.70E-04,0.042675959
NMZ,160,18.68,0.576787,-7.70E-04,0.042629868
NMZ,54,18.6584,0.575823,-7.70E-04,0.042583247
NMZ,221,18.6584,0.575823,-7.70E-04,0.042583247
NMZ,406,18.6474,0.575373,-7.69E-04,0.042562516
NMZ,407,18.5491,0.571305,-7.69E-04,0.042373425
NMZ,129,18.5431,0.571064,-7.69E-04,0.042362402
NMZ,63,18.5371,0.570836,-7.69E-04,0.042352341
NMZ,207,18.5251,0.570349,-7.69E-04,0.042329912
NMZ,7,18.5191,0.570112,-7.69E-04,0.042319176
NMZ,137,18.5008,0.569418,-7.69E-04,0.04228856
NMZ,84,18.4328,0.566869,-7.69E-04,0.042176838
NMZ,166,18.4266,0.566661,-7.69E-04,0.042168454
NMZ,142,18.3956,0.565646,-7.70E-04,0.042128375
NMZ,188,18.3894,0.565403,-7.69E-04,0.042117375
NMZ,52,18.3831,0.565192,-7.70E-04,0.042108871
NMZ,111,18.3395,0.563697,-7.70E-04,0.04204738
NMZ,168,18.3333,0.563491,-7.70E-04,0.042039121
NMZ,80,18.3271,0.563278,-7.70E-04,0.042030337
NMZ,119,18.3209,0.563063,-7.70E-04,0.042021403
NMZ,188,18.3084,0.562626,-7.70E-04,0.042003121
NMZ,54,18.3022,0.562404,-7.70E-04,0.041993659
NMZ,176,18.2959,0.562198,-7.70E-04,0.041985504
NMZ,2,18.2773,0.56154,-7.70E-04,0.041957697
NMZ,52,18.2586,0.560893,-7.70E-04,0.041930809
NMZ,72,18.2461,0.560486,-7.70E-04,0.041914733
NMZ,24,18.2399,0.560262,-7.70E-04,0.041905102
NMZ,273,18.2336,0.560046,-7.70E-04,0.041896182
NMZ,117,18.1961,0.558721,-7.70E-04,0.041840108
NMZ,147,18.1168,0.556619,-7.71E-04,0.041773825
NMZ,257,18.1111,0.556527,-7.71E-04,0.041773493
NMZ,73,18.0836,0.556147,-7.72E-04,0.041776698
NMZ,50,18.0676,0.555934,-7.72E-04,0.041779185
NMZ,303,18.0676,0.555934,-7.72E-04,0.041779185
NMZ,497,18.0624,0.555867,-7.72E-04,0.041780163
NMZ,327,18.0571,0.5558,-7.72E-04,0.041781257
NMZ,262,18.0519,0.555729,-7.73E-04,0.041781936
NMZ,134,18.0468,0.555655,-7.73E-04,0.041782275
NMZ,28,18.0468,0.555655,-7.73E-04,0.041782275
NMZ,381,18.0417,0.555581,-7.73E-04,0.041782615
NMZ,36,18.0365,0.555525,-7.73E-04,0.041784426
NMZ,422,18.0314,0.555458,-7.73E-04,0.041785294
NMZ,517,18.0264,0.555391,-7.73E-04,0.041786048
NMZ,304,18.0213,0.555314,-7.73E-04,0.041786166
