site,Time,depth,speed,vorticity,Fr,porpoise_present
2,2024/1/18 01:00,7.78702,0.443422,-0.0013688,0.050759642,0
2,2024/1/18 01:30,7.78834,0.443477,-0.0013686,0.050761636,0
2,2024/1/18 02:00,7.78964,0.443523,-0.0013682,0.050762665,0
2,2024/1/18 02:30,7.79092,0.443572,-0.0013682,0.050764103,0
2,2024/1/18 03:00,7.79219,0.443613,-0.0013678,0.050764657,0
2,2024/1/18 03:30,7.79345,0.44365,-0.0013676,0.050764787,0
2,2024/1/18 04:00,7.7947,0.443685,-0.0013674,0.050764721,0
2,2024/1/18 04:30,7.79592,0.443724,-0.0013671,0.050765211,0
2,2024/1/18 05:00,7.79716,0.443754,-0.0013669,0.050764606,0
2,2024/1/18 05:30,7.79837,0.443789,-0.0013666,0.050764671,0
2,2024/1/18 06:00,7.79959,0.443818,-0.0013665,0.050764018,0
2,2024/1/18 06:30,7.8008,0.443845,-0.0013661,0.050763169,0
2,2024/1/18 07:00,7.80201,0.44387,-0.001366,0.050762091,0
2,2024/1/18 07:30,7.80322,0.443893,-0.0013657,0.050760785,0
2,2024/1/18 08:00,7.80443,0.443914,-0.0013653,0.050759251,0
2,2024/1/18 08:30,7.80563,0.443936,-0.0013651,0.050757865,0
2,2024/1/18 09:00,7.80684,0.443952,-0.0013647,0.050755761,0
2,2024/1/18 09:30,7.80806,0.443968,-0.0013645,0.050753624,0
2,2024/1/18 10:00,7.80922,0.444039,-0.0013642,0.050757971,0
2,2024/1/18 10:30,7.81038,0.444082,-0.0013642,0.050759116,0
2,2024/1/18 11:00,7.81155,0.444097,-0.0013639,0.050757029,0
2,2024/1/18 11:30,7.81274,0.444107,-0.0013635,0.050754306,0
2,2024/1/18 12:00,7.81394,0.44411,-0.0013633,0.050750752,0
2,2024/1/18 12:30,7.81514,0.444123,-0.0013629,0.050748341,0
2,2024/1/18 13:00,7.81635,0.444136,-0.0013628,0.050745898,0
2,2024/1/18 13:30,7.81755,0.44415,-0.0013624,0.050743602,0
2,2024/1/18 14:00,7.81877,0.444163,-0.0013621,0.050741128,0
2,2024/1/18 14:30,7.81998,0.444179,-0.0013618,0.05073903,0
2,2024/1/18 15:00,7.8212,0.44419,-0.0013614,0.050736329,0
2,2024/1/18 15:30,7.82243,0.444203,-0.0013612,0.050733825,0
2,2024/1/18 16:00,7.82366,0.444215,-0.0013609,0.050731207,0
2,2024/1/18 16:30,7.82489,0.444228,-0.0013606,0.050728704,0
2,2024/1/18 17:00,7.82613,0.444241,-0.0013602,0.05072617,0
2,2024/1/18 17:30,7.82737,0.444253,-0.00136,0.050723522,0
2,2024/1/18 18:00,7.82862,0.444261,-0.0013597,0.050720385,0
2,2024/1/18 18:30,7.82987,0.444272,-0.0013594,0.050717592,0
2,2024/1/18 19:00,7.83112,0.444286,-0.001359,0.050715143,0
2,2024/1/18 19:30,7.83239,0.444291,-0.0013587,0.050711601,0
2,2024/1/18 20:00,7.83365,0.444304,-0.0013585,0.050709007,0
2,2024/1/18 20:30,7.83492,0.444315,-0.0013581,0.050706152,1
2,2024/1/18 21:00,7.83619,0.444328,-0.0013578,0.050703526,1
2,2024/1/18 21:30,7.83746,0.444341,-0.0013574,0.050700902,0
2,2024/1/18 22:00,7.83873,0.444362,-0.0013573,0.05069919,0
2,2024/1/18 22:30,7.84,0.444376,-0.0013569,0.050696681,0
2,2024/1/18 23:00,7.84128,0.444384,-0.0013566,0.050693455,0
2,2024/1/18 23:30,7.84256,0.444394,-0.0013563,0.050690459,0
2,2024/1/19,7.84385,0.444404,-0.001356,0.050687431,0
2,2024/1/19 00:30,7.84513,0.444417,-0.0013557,0.050684779,0
2,2024/1/19 01:00,7.84647,0.444465,-0.0013553,0.050685924,0
2,2024/1/19 01:30,7.84801,0.444572,-0.0013553,0.050693152,0
2,2024/1/19 02:00,7.84969,0.444695,-0.0013554,0.050701751,0
2,2024/1/19 02:30,7.8515,0.444834,-0.0013552,0.050711752,0
2,2024/1/19 03:00,7.85341,0.444982,-0.0013553,0.050722456,0
2,2024/1/19 03:30,7.85541,0.445145,-0.0013551,0.050734576,0
2,2024/1/19 04:00,7.85752,0.445315,-0.001355,0.050747136,0
2,2024/1/19 04:30,7.85971,0.445482,-0.001355,0.050759094,0
2,2024/1/19 05:00,7.86197,0.44566,-0.001355,0.050772077,0
2,2024/1/19 05:30,7.86435,0.445782,-0.0013547,0.05077829,0
2,2024/1/19 06:00,7.86676,0.445964,-0.0013547,0.05079124,0
2,2024/1/19 06:30,7.86927,0.446143,-0.0013546,0.050803522,0
2,2024/1/19 07:00,7.87186,0.446323,-0.0013544,0.050815657,0
2,2024/1/19 07:30,7.87453,0.446481,-0.0013542,0.050825028,0
2,2024/1/19 08:00,7.87726,0.446662,-0.0013541,0.05083682,0
2,2024/1/19 08:30,7.88005,0.44684,-0.0013538,0.050848075,1
2,2024/1/19 09:00,7.8829,0.447017,-0.0013536,0.050859021,0
2,2024/1/19 09:30,7.88584,0.447173,-0.0013533,0.050867285,0
2,2024/1/19 10:00,7.88882,0.447345,-0.001353,0.050877238,0
2,2024/1/19 10:30,7.89186,0.447519,-0.0013528,0.050887223,0
2,2024/1/19 11:00,7.89496,0.447693,-0.0013524,0.050897013,1
2,2024/1/19 11:30,7.89814,0.447833,-0.001352,0.050902679,1
2,2024/1/19 12:00,7.90136,0.448005,-0.0013516,0.050911852,0
2,2024/1/19 12:30,7.90462,0.448182,-0.0013514,0.050921463,0
2,2024/1/19 13:00,7.90793,0.448354,-0.001351,0.050930343,0
2,2024/1/19 13:30,7.91128,0.44853,-0.0013506,0.050939547,0
2,2024/1/19 14:00,7.91468,0.448701,-0.0013503,0.050948021,0
2,2024/1/19 14:30,7.91812,0.448869,-0.0013499,0.050956024,0
2,2024/1/19 15:00,7.92161,0.449035,-0.0013495,0.050963639,1
2,2024/1/19 15:30,7.92513,0.449205,-0.0013491,0.050971609,0
2,2024/1/19 16:00,7.9287,0.449368,-0.0013486,0.050978624,0
2,2024/1/19 16:30,7.9323,0.449534,-0.0013482,0.050985883,0
2,2024/1/19 17:00,7.93587,0.449777,-0.0013479,0.051001968,0
2,2024/1/19 17:30,7.93953,0.449915,-0.0013475,0.051005856,0
2,2024/1/19 18:00,7.94323,0.450064,-0.0013469,0.051010863,0
2,2024/1/19 18:30,7.94699,0.45021,-0.0013465,0.051015338,0
2,2024/1/19 19:00,7.95076,0.450378,-0.0013458,0.051022274,0
2,2024/1/19 19:30,7.95458,0.450546,-0.0013454,0.051029049,0
2,2024/1/19 20:00,7.9584,0.45071,-0.0013448,0.051035371,0
2,2024/1/19 20:30,7.96225,0.45085,-0.0013443,0.05103888,1
2,2024/1/19 21:00,7.96617,0.450996,-0.0013438,0.051042844,0
2,2024/1/19 21:30,7.97014,0.451116,-0.0013431,0.051043708,0
2,2024/1/19 22:00,7.97415,0.451255,-0.0013423,0.051046596,0
2,2024/1/19 22:30,7.97817,0.451415,-0.0013418,0.051051829,0
2,2024/1/19 23:00,7.98221,0.451573,-0.0013413,0.051056772,0
2,2024/1/19 23:30,7.98629,0.451726,-0.0013406,0.051061023,0
2,2024/1/20,7.99039,0.451878,-0.0013401,0.051065098,0
2,2024/1/20 00:30,7.99452,0.452033,-0.0013394,0.051069418,0
2,2024/1/20 01:00,7.99873,0.452232,-0.001339,0.051078453,0
2,2024/1/20 01:30,8.00322,0.452495,-0.0013387,0.051093819,0
2,2024/1/20 02:00,8.00808,0.452895,-0.0013384,0.051123466,0
2,2024/1/20 02:30,8.01284,0.4531,-0.0013379,0.051131412,0
2,2024/1/20 03:00,8.01787,0.453401,-0.0013376,0.051149328,0
2,2024/1/20 03:30,8.02298,0.453708,-0.001337,0.051167659,0
2,2024/1/20 04:00,8.02828,0.45404,-0.0013368,0.051188196,0
2,2024/1/20 04:30,8.03371,0.454371,-0.0013363,0.051208198,0
2,2024/1/20 05:00,8.03907,0.454723,-0.0013359,0.051230781,0
2,2024/1/20 05:30,8.04452,0.454995,-0.0013354,0.051244059,0
2,2024/1/20 06:00,8.05048,0.455364,-0.001335,0.05126663,0
2,2024/1/20 06:30,8.05641,0.455735,-0.0013346,0.051289512,0
2,2024/1/20 07:00,8.06245,0.456082,-0.001334,0.051309334,0
2,2024/1/20 07:30,8.06857,0.456422,-0.0013335,0.051328107,0
2,2024/1/20 08:00,8.07475,0.456754,-0.0013329,0.051345783,0
2,2024/1/20 08:30,8.08104,0.457091,-0.0013323,0.051363665,0
2,2024/1/20 09:00,8.08741,0.457429,-0.0013317,0.051381399,0
2,2024/1/20 09:30,8.09388,0.457763,-0.001331,0.051398361,0
2,2024/1/20 10:00,8.10043,0.45809,-0.0013304,0.051414277,0
2,2024/1/20 10:30,8.10706,0.458423,-0.0013296,0.051430609,0
2,2024/1/20 11:00,8.11374,0.458753,-0.0013289,0.051446441,0
2,2024/1/20 11:30,8.12051,0.459079,-0.0013282,0.051461535,0
2,2024/1/20 12:00,8.12737,0.459405,-0.0013274,0.05147634,0
2,2024/1/20 12:30,8.1343,0.459741,-0.0013267,0.051492041,0
2,2024/1/20 13:00,8.1413,0.460066,-0.001326,0.051506284,1
2,2024/1/20 13:30,8.14838,0.460399,-0.0013252,0.051521168,0
2,2024/1/20 14:00,8.15551,0.460723,-0.0013245,0.051534883,0
2,2024/1/20 14:30,8.1627,0.461039,-0.0013236,0.051547512,0
2,2024/1/20 15:00,8.16994,0.461372,-0.0013228,0.051561882,0
2,2024/1/20 15:30,8.17725,0.461691,-0.0013219,0.051574465,0
2,2024/1/20 16:00,8.1846,0.461817,-0.0013209,0.051565371,0
2,2024/1/20 16:30,8.19189,0.462254,-0.0013204,0.051591195,0
2,2024/1/20 17:00,8.19933,0.462546,-0.0013196,0.051600357,0
2,2024/1/20 17:30,8.20678,0.462888,-0.0013187,0.051615066,0
2,2024/1/20 18:00,8.21429,0.463205,-0.0013179,0.051626797,0
2,2024/1/20 18:30,8.22193,0.463479,-0.0013168,0.05163333,0
2,2024/1/20 19:00,8.22956,0.463808,-0.0013159,0.051646024,0
2,2024/1/20 19:30,8.23722,0.464149,-0.0013151,0.051659958,0
2,2024/1/20 20:00,8.24495,0.464457,-0.0013142,0.05167,0
2,2024/1/20 20:30,8.25271,0.464495,-0.001313,0.051649927,0
2,2024/1/20 21:00,8.26049,0.464836,-0.0013121,0.051663499,0
2,2024/1/20 21:30,8.26816,0.465252,-0.0013114,0.051685744,0
2,2024/1/20 22:00,8.27588,0.465613,-0.0013108,0.051701717,0
2,2024/1/20 22:30,8.28369,0.465895,-0.0013098,0.051708637,0
2,2024/1/20 23:00,8.29157,0.466175,-0.0013088,0.051715122,0
2,2024/1/20 23:30,8.29946,0.466465,-0.0013079,0.05172269,0
2,2024/1/21,8.30738,0.466769,-0.0013069,0.051731721,0
2,2024/1/21 00:30,8.31526,0.467152,-0.0013061,0.051749631,0
2,2024/1/21 01:00,8.32316,0.467352,-0.0013051,0.051747211,0
2,2024/1/21 01:30,8.33071,0.467603,-0.0013039,0.051751536,0
2,2024/1/21 02:00,8.33818,0.467695,-0.0013025,0.051738527,0
2,2024/1/21 02:30,8.3455,0.467788,-0.0013011,0.051726115,0
2,2024/1/21 03:00,8.35268,0.467817,-0.0012996,0.051707083,0
2,2024/1/21 03:30,8.35967,0.467988,-0.0012986,0.051704354,0
2,2024/1/21 04:00,8.36665,0.468055,-0.0012972,0.051690181,0
2,2024/1/21 04:30,8.37353,0.468049,-0.0012956,0.051668279,0
2,2024/1/21 05:00,8.38027,0.468107,-0.0012944,0.051653897,1
2,2024/1/21 05:30,8.38677,0.468411,-0.0012935,0.051667409,0
2,2024/1/21 06:00,8.39333,0.468349,-0.0012919,0.051640378,0
2,2024/1/21 06:30,8.39975,0.468463,-0.0012907,0.051633204,0
2,2024/1/21 07:00,8.40612,0.468551,-0.0012897,0.051623333,0
2,2024/1/21 07:30,8.41253,0.468524,-0.001288,0.051600688,0
2,2024/1/21 08:00,8.41891,0.46849,-0.0012865,0.051577389,0
2,2024/1/21 08:30,8.4252,0.468515,-0.0012854,0.051560884,0
2,2024/1/21 09:00,8.43139,0.468556,-0.0012841,0.051546464,0
2,2024/1/21 09:30,8.43755,0.468581,-0.0012828,0.051530393,0
2,2024/1/21 10:00,8.44389,0.468561,-0.0012813,0.051508846,0
2,2024/1/21 10:30,8.4499,0.468655,-0.0012803,0.051500854,0
2,2024/1/21 11:00,8.45616,0.468457,-0.0012787,0.051460038,0
2,2024/1/21 11:30,8.46227,0.468365,-0.001277,0.051431354,0
2,2024/1/21 12:00,8.46835,0.468388,-0.0012758,0.051415412,0
2,2024/1/21 12:30,8.47439,0.468472,-0.0012745,0.051406304,0
2,2024/1/21 13:00,8.48032,0.468545,-0.0012734,0.051396335,0
2,2024/1/21 13:30,8.48622,0.468541,-0.0012721,0.051378027,0
2,2024/1/21 14:00,8.4921,0.468551,-0.001271,0.051361332,0
2,2024/1/21 14:30,8.49805,0.46848,-0.0012695,0.051335569,0
2,2024/1/21 15:00,8.50388,0.468525,-0.0012684,0.051322898,0
2,2024/1/21 15:30,8.50964,0.468588,-0.0012674,0.051312424,0
2,2024/1/21 16:00,8.51547,0.468932,-0.0012673,0.051332512,0
2,2024/1/21 16:30,8.52116,0.469158,-0.0012675,0.051340102,0
2,2024/1/21 17:00,8.52699,0.469189,-0.0012664,0.051325939,0
2,2024/1/21 17:30,8.53262,0.469237,-0.0012653,0.051314253,0
2,2024/1/21 18:00,8.53821,0.469288,-0.0012643,0.051303028,0
2,2024/1/21 18:30,8.54383,0.469314,-0.0012633,0.051288993,0
2,2024/1/21 19:00,8.54944,0.469358,-0.0012622,0.05127697,0
2,2024/1/21 19:30,8.55498,0.469396,-0.0012612,0.051264514,0
2,2024/1/21 20:00,8.56049,0.46943,-0.0012603,0.051251725,0
2,2024/1/21 20:30,8.56601,0.469398,-0.001259,0.051231717,0
2,2024/1/21 21:00,8.57121,0.469162,-0.0012579,0.051190424,0
2,2024/1/21 21:30,8.57686,0.469129,-0.0012566,0.051169961,0
2,2024/1/21 22:00,8.58225,0.469174,-0.0012557,0.051158796,0
2,2024/1/21 22:30,8.58762,0.469214,-0.0012547,0.051147159,0
2,2024/1/21 23:00,8.59307,0.469497,-0.0012547,0.051161776,0
2,2024/1/21 23:30,8.59839,0.469749,-0.0012549,0.051173398,0
2,2024/1/22,8.60368,0.469773,-0.0012539,0.051160277,0
2,2024/1/22 00:30,8.60896,0.469673,-0.0012529,0.051133699,0
2,2024/1/22 01:00,8.61422,0.469741,-0.0012521,0.051125486,0
2,2024/1/22 01:30,8.61951,0.469812,-0.0012513,0.05111752,0
2,2024/1/22 02:00,8.62481,0.469885,-0.0012506,0.051109752,0
2,2024/1/22 02:30,8.63011,0.469962,-0.0012496,0.051102429,0
2,2024/1/22 03:00,8.63541,0.470073,-0.001249,0.05109881,0
2,2024/1/22 03:30,8.64078,0.470086,-0.0012483,0.051084342,0
2,2024/1/22 04:00,8.64609,0.47006,-0.0012473,0.051065829,0
2,2024/1/22 04:30,8.65144,0.470192,-0.0012467,0.051064372,0
2,2024/1/22 05:00,8.65675,0.470234,-0.0012459,0.051053269,0
2,2024/1/22 05:30,8.66208,0.470297,-0.0012452,0.051044397,0
2,2024/1/22 06:00,8.66741,0.470359,-0.0012443,0.051035427,0
2,2024/1/22 06:30,8.67273,0.470423,-0.0012435,0.051026713,0
2,2024/1/22 07:00,8.67813,0.470369,-0.0012426,0.05100498,0
2,2024/1/22 07:30,8.68347,0.470403,-0.0012417,0.05099298,0
2,2024/1/22 08:00,8.68882,0.470436,-0.0012409,0.050980855,0
2,2024/1/22 08:30,8.69417,0.470506,-0.0012401,0.05097275,0
2,2024/1/22 09:00,8.69947,0.470628,-0.0012394,0.050970433,0
2,2024/1/22 09:30,8.70485,0.470664,-0.0012385,0.050958578,0
2,2024/1/22 10:00,8.71023,0.470709,-0.0012377,0.050947708,0
2,2024/1/22 10:30,8.71561,0.470758,-0.0012369,0.050937283,0
2,2024/1/22 11:00,8.72101,0.470807,-0.0012361,0.050926811,0
2,2024/1/22 11:30,8.72637,0.470896,-0.0012354,0.050920792,0
2,2024/1/22 12:00,8.73178,0.470977,-0.0012346,0.050913771,0
2,2024/1/22 12:30,8.73713,0.471052,-0.0012338,0.050906286,0
2,2024/1/22 13:00,8.74251,0.471107,-0.0012331,0.050896562,0
2,2024/1/22 13:30,8.74793,0.471187,-0.0012325,0.050889433,0
2,2024/1/22 14:00,8.75326,0.471255,-0.0012316,0.050881279,0
2,2024/1/22 14:30,8.75863,0.47132,-0.0012308,0.050872695,0
2,2024/1/22 15:00,8.76399,0.471398,-0.00123,0.050865552,0
2,2024/1/22 15:30,8.76935,0.471464,-0.0012294,0.050857124,0
2,2024/1/22 16:00,8.77471,0.471535,-0.0012286,0.050849245,0
2,2024/1/22 16:30,8.7801,0.471599,-0.0012277,0.050840534,0
2,2024/1/22 17:00,8.78548,0.471651,-0.001227,0.050830569,0
2,2024/1/22 17:30,8.79088,0.471607,-0.001225,0.050810215,0
2,2024/1/22 18:00,8.79626,0.471614,-0.0012233,0.050795428,0
2,2024/1/22 18:30,8.80163,0.471227,-0.0012196,0.050738261,0
2,2024/1/22 19:00,8.80708,0.470957,-0.0012169,0.050693497,0
2,2024/1/22 19:30,8.81251,0.470962,-0.0012162,0.050678414,0
2,2024/1/22 20:00,8.81794,0.471043,-0.0012155,0.050671522,0
2,2024/1/22 20:30,8.82339,0.471097,-0.0012148,0.050661677,0
2,2024/1/22 21:00,8.8288,0.47116,-0.0012139,0.050652926,0
2,2024/1/22 21:30,8.83421,0.471215,-0.0012132,0.050643325,0
2,2024/1/22 22:00,8.83962,0.471273,-0.0012125,0.050634057,0
2,2024/1/22 22:30,8.84505,0.471239,-0.0012117,0.05061486,0
2,2024/1/22 23:00,8.85053,0.471262,-0.0012107,0.050601658,0
2,2024/1/22 23:30,8.85599,0.471324,-0.0012099,0.050592712,0
2,2024/1/23,8.86145,0.47139,-0.0012092,0.050584205,0
2,2024/1/23 00:30,8.86691,0.471455,-0.0012085,0.050575602,0
2,2024/1/23 01:00,8.87231,0.47148,-0.0012077,0.050562889,0
2,2024/1/23 01:30,8.87752,0.471498,-0.0012068,0.05054998,0
2,2024/1/23 02:00,8.88264,0.471447,-0.0012059,0.050529943,0
2,2024/1/23 02:30,8.88765,0.471442,-0.0012051,0.050515163,0
2,2024/1/23 03:00,8.89247,0.471311,-0.001204,0.050487438,0
2,2024/1/23 03:30,8.89736,0.470043,-0.0012065,0.05033777,0
2,2024/1/23 04:00,8.9022,0.469659,-0.0012097,0.050282972,0
2,2024/1/23 04:30,8.90697,0.469554,-0.0012087,0.050258267,0
2,2024/1/23 05:00,8.91167,0.469489,-0.0012077,0.050238057,0
2,2024/1/23 05:30,8.91633,0.469399,-0.0012066,0.050215299,1
2,2024/1/23 06:00,8.92097,0.469273,-0.0012053,0.050188763,0
2,2024/1/23 06:30,8.9258,0.469406,-0.0012045,0.050189402,0
2,2024/1/23 07:00,8.93009,0.46912,-0.0012029,0.050146773,0
2,2024/1/23 07:30,8.93457,0.469032,-0.0012019,0.050124795,0
2,2024/1/23 08:00,8.93902,0.468944,-0.0012008,0.050102915,0
2,2024/1/23 08:30,8.94323,0.468982,-0.0012,0.050095179,1
2,2024/1/23 09:00,8.94778,0.469174,-0.0011991,0.050102945,0
2,2024/1/23 09:30,8.95217,0.469026,-0.0011981,0.050074857,0
2,2024/1/23 10:00,8.9565,0.468937,-0.0011969,0.050053252,0
2,2024/1/23 10:30,8.96074,0.468889,-0.001196,0.050036286,0
2,2024/1/23 11:00,8.9649,0.468855,-0.0011951,0.050021048,0
2,2024/1/23 11:30,8.96904,0.468787,-0.0011941,0.050002249,0
2,2024/1/23 12:00,8.97315,0.468714,-0.001193,0.049983012,0
2,2024/1/23 12:30,8.9772,0.468654,-0.0011921,0.049965339,0
2,2024/1/23 13:00,8.98123,0.468587,-0.0011912,0.049946986,0
2,2024/1/23 13:30,8.98527,0.468552,-0.0011902,0.049932026,0
2,2024/1/23 14:00,8.98933,0.46832,-0.001189,0.049896032,0
2,2024/1/23 14:30,8.99332,0.468234,-0.0011879,0.049875801,0
2,2024/1/23 15:00,8.99726,0.468206,-0.001187,0.049861897,1
2,2024/1/23 15:30,9.00118,0.468195,-0.0011861,0.049849868,1
2,2024/1/23 16:00,9.00498,0.468171,-0.0011854,0.049836794,0
2,2024/1/23 16:30,9.00884,0.468033,-0.0011846,0.049811429,0
2,2024/1/23 17:00,9.01253,0.467897,-0.0011839,0.04978676,0
2,2024/1/23 17:30,9.01628,0.467777,-0.0011828,0.049763639,0
2,2024/1/23 18:00,9.02003,0.467693,-0.001182,0.049744359,1
2,2024/1/23 18:30,9.02373,0.467629,-0.001181,0.049727354,1
2,2024/1/23 19:00,9.02739,0.467589,-0.0011802,0.04971302,0
2,2024/1/23 19:30,9.03108,0.467501,-0.0011792,0.049693509,0
2,2024/1/23 20:00,9.03473,0.467437,-0.0011783,0.049676668,0
2,2024/1/23 20:30,9.03836,0.467366,-0.0011774,0.049659147,0
2,2024/1/23 21:00,9.04205,0.467383,-0.0011767,0.04965082,0
2,2024/1/23 21:30,9.04563,0.467381,-0.0011757,0.049640781,0
2,2024/1/23 22:00,9.04918,0.467199,-0.0011748,0.049611716,0
2,2024/1/23 22:30,9.05273,0.467131,-0.001174,0.049594769,0
2,2024/1/23 23:00,9.05627,0.467072,-0.0011731,0.049578812,0
2,2024/1/23 23:30,9.05976,0.46704,-0.0011725,0.049565865,0
2,2024/1/24,9.06316,0.467014,-0.0011716,0.049553809,0
2,2024/1/24 00:30,9.06673,0.466904,-0.0011707,0.049532382,1
2,2024/1/24 01:00,9.07021,0.466887,-0.0011701,0.049521076,0
2,2024/1/24 01:30,9.0737,0.466833,-0.0011694,0.049505825,0
2,2024/1/24 02:00,9.07726,0.466822,-0.0011692,0.04949495,0
2,2024/1/24 02:30,9.08087,0.466785,-0.0011684,0.049481189,0
2,2024/1/24 03:00,9.0845,0.466779,-0.0011676,0.049470666,0
2,2024/1/24 03:30,9.08818,0.46677,-0.001167,0.049459695,0
2,2024/1/24 04:00,9.09191,0.466759,-0.0011663,0.049448384,0
2,2024/1/24 04:30,9.09569,0.466747,-0.0011655,0.049436837,0
2,2024/1/24 05:00,9.09945,0.46672,-0.0011649,0.049423762,0
2,2024/1/24 05:30,9.10319,0.466718,-0.0011641,0.049413397,0
2,2024/1/24 06:00,9.10703,0.466728,-0.0011634,0.049404037,0
2,2024/1/24 06:30,9.11086,0.46675,-0.0011628,0.04939598,0
2,2024/1/24 07:00,9.11469,0.466768,-0.0011622,0.049387505,0
2,2024/1/24 07:30,9.11852,0.466792,-0.0011614,0.049379671,0
2,2024/1/24 08:00,9.12237,0.466814,-0.0011608,0.049371576,0
2,2024/1/24 08:30,9.12624,0.466835,-0.0011601,0.049363328,0
2,2024/1/24 09:00,9.13013,0.466847,-0.0011594,0.049354079,0
2,2024/1/24 09:30,9.13401,0.46687,-0.0011588,0.049346027,0
2,2024/1/24 10:00,9.1379,0.466914,-0.0011582,0.049340172,0
2,2024/1/24 10:30,9.14182,0.466944,-0.0011575,0.049332762,0
2,2024/1/24 11:00,9.14576,0.466967,-0.0011567,0.049324564,0
2,2024/1/24 11:30,9.14968,0.467021,-0.0011562,0.049319699,0
2,2024/1/24 12:00,9.15357,0.467079,-0.0011556,0.049315342,0
2,2024/1/24 12:30,9.1575,0.467091,-0.001155,0.049306026,0
2,2024/1/24 13:00,9.16143,0.46712,-0.0011542,0.04929851,0
2,2024/1/24 13:30,9.16534,0.467175,-0.0011537,0.049293796,0
2,2024/1/24 14:00,9.16922,0.467248,-0.0011531,0.049291067,0
2,2024/1/24 14:30,9.17312,0.467281,-0.0011525,0.049284068,0
2,2024/1/24 15:00,9.17699,0.467327,-0.0011519,0.049278526,0
2,2024/1/24 15:30,9.18092,0.467338,-0.0011512,0.049269137,0
2,2024/1/24 16:00,9.18483,0.467373,-0.0011506,0.049262338,0
2,2024/1/24 16:30,9.18874,0.467401,-0.0011499,0.049254807,0
2,2024/1/24 17:00,9.19269,0.467447,-0.0011493,0.04924907,0
2,2024/1/24 17:30,9.1966,0.46746,-0.0011487,0.049239969,0
2,2024/1/24 18:00,9.20053,0.467494,-0.0011482,0.049233032,0
2,2024/1/24 18:30,9.20447,0.467527,-0.0011474,0.049225968,0
2,2024/1/24 19:00,9.20836,0.467602,-0.0011469,0.049223464,0
2,2024/1/24 19:30,9.21229,0.467622,-0.0011463,0.049215069,0
2,2024/1/24 20:00,9.21622,0.467645,-0.0011457,0.049206995,0
2,2024/1/24 20:30,9.22014,0.467683,-0.001145,0.049200531,0
2,2024/1/24 21:00,9.22434,0.467484,-0.001144,0.049168398,1
2,2024/1/24 21:30,9.22846,0.467441,-0.0011429,0.0491529,1
2,2024/1/24 22:00,9.23251,0.467495,-0.0011423,0.049147795,0
2,2024/1/24 22:30,9.23655,0.467559,-0.0011417,0.049143772,0
2,2024/1/24 23:00,9.24065,0.4676,-0.0011411,0.049137177,0
2,2024/1/24 23:30,9.24469,0.467685,-0.0011407,0.04913537,0
2,2024/1/25,9.24873,0.467763,-0.0011403,0.04913283,0
2,2024/1/25 00:30,9.25277,0.467819,-0.0011398,0.049127983,0
2,2024/1/25 01:00,9.25666,0.467715,-0.0011389,0.04910674,1
2,2024/1/25 01:30,9.26063,0.467784,-0.0011383,0.049103456,1
2,2024/1/25 02:00,9.26448,0.467766,-0.0011374,0.049091363,1
2,2024/1/25 02:30,9.26826,0.467755,-0.0011368,0.049080197,1
2,2024/1/25 03:00,9.272,0.467719,-0.001136,0.049066521,1
2,2024/1/25 03:30,9.27568,0.467698,-0.0011354,0.049054584,0
2,2024/1/25 04:00,9.27933,0.467658,-0.0011347,0.049040741,0
2,2024/1/25 04:30,9.28293,0.467627,-0.001134,0.04902798,0
2,2024/1/25 05:00,9.28649,0.467595,-0.0011334,0.049015228,0
2,2024/1/25 05:30,9.29003,0.467558,-0.0011328,0.04900201,0
2,2024/1/25 06:00,9.29352,0.467526,-0.0011322,0.048989455,0
2,2024/1/25 06:30,9.29698,0.467488,-0.0011315,0.048976357,0
2,2024/1/25 07:00,9.30036,0.467497,-0.001131,0.0489684,0
2,2024/1/25 07:30,9.30375,0.467448,-0.0011304,0.048954346,0
2,2024/1/25 08:00,9.30712,0.467399,-0.0011298,0.048940352,0
2,2024/1/25 08:30,9.31047,0.467352,-0.0011292,0.048926626,0
2,2024/1/25 09:00,9.3138,0.467306,-0.0011287,0.048913064,0
2,2024/1/25 09:30,9.31713,0.467241,-0.001128,0.04889752,0
2,2024/1/25 10:00,9.32047,0.467164,-0.0011271,0.048880701,0
2,2024/1/25 10:30,9.32378,0.467137,-0.0011267,0.048869199,0
2,2024/1/25 11:00,9.32708,0.467064,-0.0011261,0.048852918,0
2,2024/1/25 11:30,9.33038,0.467023,-0.0011254,0.04883999,0
2,2024/1/25 12:00,9.33364,0.466988,-0.0011247,0.0488278,0
2,2024/1/25 12:30,9.33691,0.466941,-0.0011242,0.048814336,0
2,2024/1/25 13:00,9.34016,0.466887,-0.0011236,0.048800198,0
2,2024/1/25 13:30,9.34337,0.466863,-0.001123,0.048789306,0
2,2024/1/25 14:00,9.34654,0.46681,-0.0011226,0.048775494,0
2,2024/1/25 14:30,9.34973,0.466769,-0.001122,0.04876289,0
2,2024/1/25 15:00,9.35289,0.466735,-0.0011215,0.0487511,0
2,2024/1/25 15:30,9.35603,0.466703,-0.0011208,0.048739577,1
2,2024/1/25 16:00,9.35913,0.466652,-0.0011202,0.048726179,0
2,2024/1/25 16:30,9.36224,0.46663,-0.0011197,0.048715788,0
2,2024/1/25 17:00,9.36534,0.466613,-0.0011194,0.04870595,0
